Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média
TRXF11,Híbrido,10075,"10,99%","12,53%",99,2.018.580.000,6.796.060,40,"2.924,63",23627,"8,08%","0,00%"
TRXL11,Híbrido,10338,"6,75%","0,00%",100,4.471.100.000,0,30,"3.406,27",18266,"5,36%","2,89%"
TRXY11,Híbrido,950,"4,52%","7,48%",102,34.292.300,199.240,0,000,000,"0,00%","0,00%"
TSER11,Lajes Corporativas,10080,"11,39%","12,32%",103,139.584.000,5,1,"2.853,62",25103,"8,80%","0,00%"
TSNC11,Híbrido,8444,"3,31%","0,00%",106,91.767.700,21,1,"7.287,97",-527,"-0,07%","100,00%"
TVRI11,Lajes Corporativas,9279,"9,98%","12,78%",91,1.477.190.000,1.252.020,61,"3.516,20",48366,"13,76%","2,83%"
UBSR11,Títulos e Val. Mob.,10250,"10,46%","0,00%",114,2.710.270.000,0,1,"52.387,30",000,"0,00%","100,02%"
URHF11,Híbrido,9050,"23,69%","15,24%",94,9.992.740,4.002,0,000,000,"0,00%","0,00%"
URPR11,Outros,4009,"15,16%","25,03%",40,470.412.000,1.683.400,0,000,000,"0,00%","0,00%"
VCJR11,Títulos e Val. Mob.,8103,"14,27%","14,13%",86,1.193.080.000,1.623.330,0,000,000,"0,00%","0,00%"
VCRA11,Títulos e Val. Mob.,6390,"20,59%","17,37%",63,293.551.000,742.466,0,000,000,"0,00%","0,00%"
VCRI11,Títulos e Val. Mob.,745,"11,21%","14,31%",79,153.050.000,117.272,0,000,000,"0,00%","0,00%"
VCRR11,Logística,6423,"10,59%","10,33%",51,128.460.000,224.337,4,"2.245,13",47822,"21,30%","0,00%"
VERE11,Outros,44576,"6,75%","6,37%",88,284.326.000,0,3,"2.769,97",34183,"12,34%","28,37%"
VGHF11,,755,"12,10%","14,00%",88,1.243.650.000,2.829.200,0,000,000,"0,00%","0,00%"
VGIA11,Títulos e Val. Mob.,893,"13,92%","15,44%",93,772.044.000,1.534.360,0,000,000,"0,00%","0,00%"
VGII11,Outros,10141,"11,83%","8,26%",106,52.618.100,203.892,0,000,000,"0,00%","0,00%"
VGIP11,Títulos e Val. Mob.,8085,"12,45%","14,08%",90,952.999.000,1.428.600,0,000,000,"0,00%","0,00%"
VGIR11,Títulos e Val. Mob.,940,"12,18%","13,76%",96,1.373.350.000,6.191.350,0,000,000,"0,00%","0,00%"
VGRI11,,820,"16,71%","20,45%",78,287.178.000,562.864,5,"5.081,44",92099,"18,12%","20,64%"
VHFA11,Outros,1000,"12,72%","4,99%",98,94.802.600,335.953,0,000,000,"0,00%","0,00%"
VIFI11,Títulos e Val. Mob.,753,"11,66%","8,50%",94,60.911.600,0,0,000,000,"0,00%","0,00%"
VILG11,Logística,8406,"8,81%","9,14%",75,1.260.680.000,1.566.170,15,"2.216,63",23461,"10,58%","3,04%"
VINO11,Lajes Corporativas,509,"10,72%","11,90%",49,421.586.000,641.178,10,"6.275,14","1.040,53","16,58%","7,82%"
VISC11,Shoppings,10280,"9,16%","9,39%",83,2.963.580.000,3.643.780,30,"2.813,03",28072,"9,98%","5,31%"
VIUR11,Outros,581,"14,17%","13,67%",66,156.558.000,190.963,7,"2.274,73",32931,"14,48%","3,14%"
VJFD11,Híbrido,15502,"6,09%","3,94%",95,755.898.000,0,39,78932,5056,"6,41%","0,00%"
VLOL11,Lajes Corporativas,9800,"6,78%","0,00%",88,174.913.000,0,0,000,000,"0,00%","0,00%"
VOTS11,Títulos e Val. Mob.,8222,"12,79%","9,84%",90,68.071.000,17.839,0,000,000,"0,00%","0,00%"
VPSI11,Shoppings,2500,"10,69%","10,13%",81,201.797.000,0,16,"1.639,78",17999,"10,98%","0,00%"
VRTA11,Títulos e Val. Mob.,7980,"12,75%","12,52%",90,1.244.280.000,1.479.390,0,000,000,"0,00%","0,00%"
VRTM11,Híbrido,713,"10,02%","15,03%",76,334.905.000,467.615,24,"4.370,89",000,"0,00%","0,00%"
VSEC11,Títulos e Val. Mob.,021,"700,84%","0,00%",7,13.174,0,0,000,000,"0,00%","0,00%"
VSHO11,Shoppings,7230,"11,98%","10,75%",69,151.743.000,20.407,3,"1.710,67",38608,"22,57%","10,21%"
VSLH11,Outros,294,"9,45%","14,48%",29,87.800.400,154.329,0,000,000,"0,00%","0,00%"
VTLT11,Logística,9005,"12,67%","12,50%",86,190.456.000,56.173,1,73629,10720,"14,56%","0,00%"
VTPL11,Híbrido,7210,"-0,73%","0,00%",72,99.948.000,2,1,"2.749,89",000,"0,00%","0,00%"
VVCR11,Títulos e Val. Mob.,1008,"10,59%","11,19%",96,75.684.000,39.887,0,000,000,"0,00%","0,00%"
VVMR11,Híbrido,8599,"3,64%","7,40%",80,242.765.000,1.359.530,5,"6.901,31",54460,"7,89%","2,83%"
VVPR11,Híbrido,10150,"8,99%","0,00%",104,234.036.000,0,6,"5.334,39",52670,"9,87%","0,00%"
VVRI11,Híbrido,8000,"9,18%","10,99%",83,64.214.600,174.186,2,"2.368,69",42474,"17,93%","0,00%"
VXXV11,Outros,70000,"-0,78%","0,00%",114,193.512.000,925.733,1,9232,340,"3,68%","90,00%"
WHGR11,Híbrido,880,"12,97%","13,42%",92,272.029.000,309.618,1,"6.765,03",000,"0,00%","0,00%"
WPLZ11,Shoppings,4775,"8,45%","8,24%",72,55.750.500,4.829,1,"1.471,86",13909,"9,45%","10,22%"
WSEC11,Títulos e Val. Mob.,681,"15,09%","11,24%",78,16.728.800,4.179,0,000,000,"0,00%","0,00%"
WTSP11,Híbrido,5102,"25,84%","22,08%",61,63.191.900,446,1,"5.123,55",32576,"6,36%","4,14%"
XPCA11,Títulos e Val. Mob.,778,"13,27%","12,62%",81,354.170.000,893.291,0,000,000,"0,00%","0,00%"
XPCI11,Títulos e Val. Mob.,7922,"12,01%","12,83%",90,689.337.000,1.291.110,0,000,000,"0,00%","0,00%"
XPCM11,Lajes Corporativas,732,"-13,02%","0,00%",27,17.674.700,23.443,1,90131,2746,"3,05%","58,00%"
XPHT11,Hotel,12300,"3,07%","0,00%",178,1.133.880.000,0,14,"19.789,30",69237,"3,50%","0,00%"
XPIN11,Outros,7125,"7,77%","11,67%",68,509.468.000,322.886,81,"1.971,98",24213,"12,28%","6,01%"
XPLG11,Logística,9854,"8,14%","9,62%",92,3.072.080.000,3.108.050,17,"2.902,92",25817,"8,89%","1,34%"
XPML11,Shoppings,10418,"9,67%","10,50%",89,5.909.170.000,11.521.600,15,"11.984,50","1.015,66","8,47%","4,57%"
XPPR11,Outros,1254,"5,72%","3,89%",31,91.744.800,0,2,"2.531,08",42406,"16,75%","43,94%"
XPSF11,Títulos e Val. Mob.,617,"13,62%","12,76%",80,267.174.000,369.610,0,000,000,"0,00%","0,00%"
XTED11,Lajes Corporativas,882,"9,73%","0,00%",61,87.318.000,0,4,"3.717,95",40888,"11,00%","0,00%"
YCHY11,Híbrido,"1.000,00","-5,29%","0,00%",989,4.235.040.000,0,12,"12.634,40",9919,"0,79%","0,00%"
YUFI11,Residencial,5950,"3,73%","3,40%",79,29.312.700,0,38,52068,22302,"42,83%","0,00%"
ZAGH11,Híbrido,939,"5,80%","8,06%",100,83.492.700,19.453,1,"2.316,31",8100,"3,50%","0,00%"
ZAVC11,Títulos e Val. Mob.,904,"14,53%","16,33%",90,28.000.000,18.348,0,000,000,"0,00%","0,00%"
ZAVI11,Híbrido,9075,"17,22%","14,72%",70,106.479.000,49.962,9,"1.464,30",22378,"15,28%","0,83%"
ZIFI11,Híbrido,59830,"-2,33%","0,00%",34,28.410.300,5.087,0,000,000,"0,00%","0,00%"
